epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,347.101,1.49046,1.76746,1.52992,0.43205,0.5,0.2975,0.16184,1.96232,2.65326,2.25127,0.0009902,0.0009902,0.0009902
53,354.271,1.35993,1.54947,1.40797,0.43205,0.5,0.2975,0.16184,1.96232,2.65326,2.25127,0.0009704,0.0009704,0.0009704
54,361.071,1.44869,1.69005,1.44253,0.42421,0.5,0.595,0.272,2.00464,2.36409,2.45036,0.0009506,0.0009506,0.0009506
55,367.692,1.42317,2.10876,1.36947,0.42421,0.5,0.595,0.272,2.00464,2.36409,2.45036,0.0009308,0.0009308,0.0009308
56,374.35,1.45527,1.80501,1.47658,0.2243,0.5,0.39036,0.11861,2.10002,2.35248,2.91671,0.000911,0.000911,0.000911
57,380.808,1.30242,1.556,1.34306,0.2243,0.5,0.39036,0.11861,2.10002,2.35248,2.91671,0.0008912,0.0008912,0.0008912
58,387.523,1.27347,1.79605,1.36152,0.29416,0.5,0.25591,0.05168,2.36365,2.95758,3.16756,0.0008714,0.0008714,0.0008714
59,394.146,1.40879,1.3903,1.40436,0.29416,0.5,0.25591,0.05168,2.36365,2.95758,3.16756,0.0008516,0.0008516,0.0008516
60,401.339,1.56422,2.09652,1.62393,0.00667,1,0.03902,0.01148,2.46209,3.34017,2.87826,0.0008318,0.0008318,0.0008318
61,409.412,1.39382,1.46304,1.39466,0.00667,1,0.03902,0.01148,2.46209,3.34017,2.87826,0.000812,0.000812,0.000812
62,419.045,1.37209,1.54022,1.42242,0.00667,1,0.06266,0.01581,2.29344,3.16053,2.61988,0.0007922,0.0007922,0.0007922
63,426.202,1.48838,1.65198,1.45147,0.00667,1,0.06266,0.01581,2.29344,3.16053,2.61988,0.0007724,0.0007724,0.0007724
64,433.382,1.54851,1.47465,1.35671,0.00667,1,0.07576,0.02352,2.01405,3.36758,2.55108,0.0007526,0.0007526,0.0007526
65,440.464,1.54205,1.538,1.48617,0.00667,1,0.07576,0.02352,2.01405,3.36758,2.55108,0.0007328,0.0007328,0.0007328
66,447.565,1.39762,1.58252,1.40658,0.00667,1,0.10297,0.03504,1.93668,3.15912,2.40938,0.000713,0.000713,0.000713
67,454.548,1.40835,1.71792,1.41998,0.00667,1,0.10297,0.03504,1.93668,3.15912,2.40938,0.0006932,0.0006932,0.0006932
68,462.001,1.51852,1.67744,1.48695,0.08875,1,0.19042,0.12052,1.67173,2.65104,1.93699,0.0006734,0.0006734,0.0006734
69,469.043,1.38823,1.4619,1.36393,0.08875,1,0.19042,0.12052,1.67173,2.65104,1.93699,0.0006536,0.0006536,0.0006536
70,476.513,1.4686,2.01328,1.43032,0.30544,1,0.695,0.50942,1.49215,2.25962,1.7512,0.0006338,0.0006338,0.0006338
71,484.014,1.20954,1.35884,1.31944,0.30544,1,0.695,0.50942,1.49215,2.25962,1.7512,0.000614,0.000614,0.000614
72,491.327,1.40627,1.54628,1.41962,0.89429,0.5,0.745,0.47167,1.67416,1.89146,1.7863,0.0005942,0.0005942,0.0005942
73,498.265,1.32358,1.31657,1.34376,0.89429,0.5,0.745,0.47167,1.67416,1.89146,1.7863,0.0005744,0.0005744,0.0005744
74,505.278,1.67545,1.90733,1.5373,0.91067,0.5,0.745,0.59576,1.54565,2.06018,1.77382,0.0005546,0.0005546,0.0005546
75,512.346,1.28245,1.4523,1.2978,0.91067,0.5,0.745,0.59576,1.54565,2.06018,1.77382,0.0005348,0.0005348,0.0005348
76,520.007,1.05011,1.19924,1.31209,0.48679,1,0.745,0.57575,1.49373,2.30851,1.76282,0.000515,0.000515,0.000515
77,526.914,1.24446,1.26393,1.34563,0.48679,1,0.745,0.57575,1.49373,2.30851,1.76282,0.0004952,0.0004952,0.0004952
78,533.42,1.42789,1.88506,1.38843,0.95383,1,0.995,0.64584,1.31167,2.22103,1.62677,0.0004754,0.0004754,0.0004754
79,539.948,1.3438,1.36636,1.25084,0.95383,1,0.995,0.64584,1.31167,2.22103,1.62677,0.0004556,0.0004556,0.0004556
80,546.469,1.21912,1.22323,1.25918,0.93163,1,0.995,0.64592,1.27213,2.22098,1.60659,0.0004358,0.0004358,0.0004358
81,552.866,1.17853,1.24503,1.27737,0.93163,1,0.995,0.64592,1.27213,2.22098,1.60659,0.000416,0.000416,0.000416
82,559.627,1.22543,1.41219,1.2486,0.93228,1,0.995,0.64626,1.29623,2.24961,1.61473,0.0003962,0.0003962,0.0003962
83,567.219,1.02118,1.66474,1.18813,0.93228,1,0.995,0.64626,1.29623,2.24961,1.61473,0.0003764,0.0003764,0.0003764
84,575.126,1.093,1.35473,1.30265,0.93416,1,0.995,0.69617,1.23797,2.08374,1.5451,0.0003566,0.0003566,0.0003566
85,582.472,1.24517,1.95539,1.30933,0.93416,1,0.995,0.69617,1.23797,2.08374,1.5451,0.0003368,0.0003368,0.0003368
86,589.994,1.16199,1.31792,1.19137,0.91068,1,0.995,0.69617,1.16594,1.78552,1.47619,0.000317,0.000317,0.000317
87,596.974,1.23812,1.23946,1.34248,0.91068,1,0.995,0.69617,1.16594,1.78552,1.47619,0.0002972,0.0002972,0.0002972
88,603.37,1.27595,1.39888,1.31543,0.92641,1,0.995,0.67151,1.15004,1.56205,1.45653,0.0002774,0.0002774,0.0002774
89,609.688,1.09857,1.19307,1.24147,0.92641,1,0.995,0.67151,1.15004,1.56205,1.45653,0.0002576,0.0002576,0.0002576
90,615.984,1.31524,1.29607,1.21625,0.94433,1,0.995,0.67151,1.11283,1.40217,1.40563,0.0002378,0.0002378,0.0002378
91,622.397,1.12808,1.42828,1.33685,0.94433,1,0.995,0.67151,1.11283,1.40217,1.40563,0.000218,0.000218,0.000218
92,628.881,0.97002,1.19869,1.21851,0.95625,1,0.995,0.74617,1.05042,1.2783,1.36809,0.0001982,0.0001982,0.0001982
93,635.049,1.22837,1.39351,1.26027,0.95625,1,0.995,0.74617,1.05042,1.2783,1.36809,0.0001784,0.0001784,0.0001784
94,641.351,1.27135,1.71592,1.48725,0.95808,1,0.995,0.74617,0.94782,1.28145,1.32206,0.0001586,0.0001586,0.0001586
95,647.537,1.06686,1.51016,1.15387,0.95808,1,0.995,0.74617,0.94782,1.28145,1.32206,0.0001388,0.0001388,0.0001388
96,654.022,1.04241,1.28873,1.32345,0.95876,1,0.995,0.74617,0.93866,1.2217,1.30813,0.000119,0.000119,0.000119
97,660.233,0.88001,1.30985,1.14668,0.95876,1,0.995,0.74617,0.93866,1.2217,1.30813,9.92e-05,9.92e-05,9.92e-05
98,666.419,1.08847,1.37008,1.34555,0.96177,1,0.995,0.72134,0.95335,1.17486,1.3151,7.94e-05,7.94e-05,7.94e-05
99,672.491,1.04751,1.36046,1.15691,0.96177,1,0.995,0.72134,0.95335,1.17486,1.3151,5.96e-05,5.96e-05,5.96e-05
100,678.742,1.13596,1.38159,1.28388,0.96274,1,0.995,0.796,0.95562,1.19287,1.31469,3.98e-05,3.98e-05,3.98e-05
